Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4016,05/02/2024,INV-11839,,P,P010,5,Sticker - Trolley Box,$25.24,0%,$126.2,,,Purchase; Tork Signs,,GST,$12.62,$0.00,GST,$0.00,B,,,5,1,30,0,$228.18,,,7,5,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4016,05/02/2024,INV-11839,,P,P009,6,Sticker- Wet Floor Sign,$13.54,0%,$81.24,,,Purchase; Tork Signs,,GST,$8.12,$0.00,GST,$0.00,B,,,5,1,30,0,$228.18,,,8,6,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4017,08/02/2024,INV-11840,,P,P009,6,Sticker- Wet Floor Sign,$13.54,0%,$81.24,,,Purchase; Tork Signs,,GST,$8.12,$0.00,GST,$0.00,B,,,5,1,30,0,$89.36,,,8,6,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4001,09/02/2024,FRA/24/01/0035,,A,WL001,1,WammaLab Pendulum,"$6,434.059663",2.45%,"$6,267.53",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,643.88",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4001,09/02/2024,FRA/24/01/0035,,A,TC010,1,Verif WL Pavigress Tile,$170.294118,15%,$144.75,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,643.88",,,14,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4001,09/02/2024,FRA/24/01/0035,,A,WL018,1,WammaLab Pointer Ring,$120.435294,15%,$102.37,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,643.88",,,26,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4001,09/02/2024,FRA/24/01/0035,,A,WL021,1,WammaLab Pendulum Pointer,$111.164706,15%,$94.49,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,643.88",,,45,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4001,09/02/2024,FRA/24/01/0035,,A,WL020,1,Pointer Adjustment Strike,$40.870588,15%,$34.74,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,643.88",,,5,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4028,01/03/2024,PF19278,,P,TC001,9,Slider 96 (4S) Rubber Sliders,$88,0%,$792,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59,N-T,$0.00,B,,,5,1,30,0,$851,,,989,9,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4035,01/03/2024,1008219048,,P,GA006,5,Onsite Testing Ruler 15cm SS,$3.21,0%,$16.05,,,Purchase; Office Works,,GST,$1.6,$0.00,GST,$0.00,B,,,5,1,30,0,$45.03,,,11,5,Location1,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4035,01/03/2024,1008219048,,P,WC005,1,Packaging- Bubble Wrap,$24.89,0%,$24.89,,,Purchase; Office Works,,GST,$2.49,$0.00,GST,$0.00,B,,,5,1,30,0,$45.03,,,1,1,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4055,11/03/2024,FRA/24/03/0113,,A,WL001,1,WammaLab Pendulum,"$6,332.12",0%,"$6,332.12",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,332.12",,,46,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,WL001,1,WammaLab Pendulum,"$6,318.16",0%,"$6,318.16",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,TC010,1,Verif WL Pavigress Tile,$171.670588,15%,$145.92,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,14,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,WL017,2,Pendulum Felt Friction Ring,$121.4,15%,$206.38,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,51,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,WL021,2,WammaLab Pendulum Pointer,$112.058824,15%,$190.5,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,45,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,WL020,3,Pointer Adjustment Strike,$41.2,15%,$105.06,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,5,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4046,12/03/2024,FRA/24/03/0105,,A,WL061,20,New Style Rear Leg Attach Knob,$11.53,15%,$196.01,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,162.03",,,21,20,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4060,22/03/2024,096-04868-8164-2024-,,P,WC014,80,Microfibre Clean Cloth- Multic,$.4545,0%,$36.36,,,Purchase; Bunnings Warehouse,,GST,$3.64,$0.00,GST,$0.00,B,,,5,1,30,0,$40,,,400,80,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4062,22/03/2024,095-82270-8164-2024-,,P,WC014,120,Microfibre Clean Cloth- Multic,$.454583,0%,$54.55,,,Purchase; Bunnings Warehouse,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$60,,,400,120,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4081,01/04/2024,8164/00172752,,P,GA013,1,Safety - Gloves,$6.89,0%,$6.89,,,Purchase; Bunnings Warehouse,,GST,$.69,$0.00,GST,$0.00,B,,,5,1,30,0,$128.98,,,2,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4081,01/04/2024,8164/00172752,,P,GA022,4,Wet Floor Sign,$8.555,0%,$34.22,,,Purchase; Bunnings Warehouse,,GST,$3.42,$0.00,GST,$0.00,B,,,5,1,30,0,$128.98,,,5,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4081,01/04/2024,8164/00172752,,P,WC021,3,WD10-275G,$8.616667,0%,$25.85,,,Purchase; Bunnings Warehouse,,GST,$2.59,$0.00,GST,$0.00,B,,,5,1,30,0,$128.98,,,6,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4081,01/04/2024,8164/00172752,,P,WC002,1,Packaging- Scotch Tape,$4.84,0%,$4.84,,,Purchase; Bunnings Warehouse,,GST,$.48,$0.00,GST,$0.00,B,,,5,1,30,0,$128.98,,,3,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4081,01/04/2024,8164/00172752,,P,WC014,100,Microfibre Clean Cloth- Multic,$.4545,0%,$45.45,,,Purchase; Bunnings Warehouse,,GST,$4.55,$0.00,GST,$0.00,B,,,5,1,30,0,$128.98,,,400,100,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Aluminium QLD Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4083,04/04/2024,75160161,,P,GA018,30,Conditioning Board Plate,$14.585667,0%,$437.57,,,Purchase; Action Aluminium QLD Pty Ltd,,GST,$43.76,$0.00,GST,$0.00,B,,,5,1,30,0,$761.63,,,0,30,Location1,*None,3518
Action Aluminium QLD Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4083,04/04/2024,75160161,,P,B005,9,Wessex Tortus Verif Kit,$31.144444,0%,$280.3,,,Purchase; Action Aluminium QLD Pty Ltd,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$761.63,,,6,9,Location1,*None,3518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4087,10/04/2024,PF19350,,P,TC001,30,Slider 96 (4S) Rubber Sliders,$88.44,0%,"$2,653.2",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.34,N-T,$0.00,B,,,5,1,30,0,"$3,596.94",,,989,30,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4087,10/04/2024,PF19350,,P,TC002,10,Slider 55 (TRL) Rubber Slider,$88.44,0%,$884.4,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.34,N-T,$0.00,B,,,5,1,30,0,"$3,596.94",,,397,10,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebay,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4092,11/04/2024,,,P,WSX009,3,Wessex Tortus 3 Charger Unit,$116.316667,0%,$348.95,,,Purchase; ebay,,GST,$34.9,$68.38,N-T,$0.00,B,,,5,1,30,0,$452.23,,,6,3,Location1,*None,3510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4110,24/04/2024,11906,,P,P011,168,Sticker-GPC Sample,$2.05,0%,$344.4,,,Purchase; Tork Signs,,GST,$34.44,$20,GST,$2,B,,,5,1,30,0,$579.57,,,153,168,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4110,24/04/2024,11906,,P,P009,12,Sticker- Wet Floor Sign,$13.54,0%,$162.48,,,Purchase; Tork Signs,,GST,$16.25,$20,GST,$2,B,,,5,1,30,0,$579.57,,,8,12,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4111,24/04/2024,PF 19368,,P,TC001,15,Slider 96 (4S) Rubber Sliders,$88.34,0%,"$1,325.1",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.1,N-T,$0.00,B,,,5,1,30,0,"$1,825.9",,,989,15,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4111,24/04/2024,PF 19368,,P,TC002,5,Slider 55 (TRL) Rubber Slider,$88.34,0%,$441.7,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.1,N-T,$0.00,B,,,5,1,30,0,"$1,825.9",,,397,5,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daxon Fabrication,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4114,24/04/2024,R6134,,P,GA018,10,Conditioning Board Plate,$102,0%,"$1,020",,,Purchase; Daxon Fabrication,,GST,$102,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,122",,,0,10,Location1,*None,3790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4115,24/04/2024,,,P,WC010,20,Pack-S Padded Satchel125x160mm,$1.1724,25.58%,$17.45,,,Purchase; Australia Post,,GST,$1.75,$0.00,GST,$0.00,B,,,5,1,30,0,$41.7,,,21,20,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4115,24/04/2024,,,P,WC012,7,Pack-L Padded Satchel265x380mm,$1.991429,0%,$13.94,,,Purchase; Australia Post,,GST,$1.39,$0.00,GST,$0.00,B,,,5,1,30,0,$41.7,,,10,7,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4115,24/04/2024,,,P,WC013,3,Pack-XL Tough Bag 400x659mm,$2.173333,0%,$6.52,,,Purchase; Australia Post,,GST,$.65,$0.00,GST,$0.00,B,,,5,1,30,0,$41.7,,,4,3,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4116,24/04/2024,9.34042E+15,,P,GA002,3,Clipboard -Wet,$4.99,0%,$14.97,,,Purchase; Office Works,,GST,$1.5,$0.00,GST,$0.00,B,,,5,1,30,0,$16.47,,,6,3,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA020,3,Flat Bed Trolley,$48.616667,0%,$145.85,,,Purchase; Bunnings Warehouse,,GST,$14.59,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,3,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,WC021,2,WD10-275G,$9.075,0%,$18.15,,,Purchase; Bunnings Warehouse,,GST,$1.81,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,6,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA022,1,Wet Floor Sign,$9,0%,$9,,,Purchase; Bunnings Warehouse,,GST,$.9,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,5,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,WC001,3,Superglue- Powerflex Gel Contr,$6.273333,0%,$18.82,,,Purchase; Bunnings Warehouse,,GST,$1.88,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,11,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA026,10,Spray Bottle,$4.527,0%,$45.27,,,Purchase; Bunnings Warehouse,,GST,$4.53,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,6,10,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA008,4,Trolly Base Cups - Large,$3.1275,0%,$12.51,,,Purchase; Bunnings Warehouse,,GST,$1.25,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,12,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA007,8,Trolly Base Cups-Small,$2.31875,0%,$18.55,,,Purchase; Bunnings Warehouse,,GST,$1.85,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,12,8,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4118,24/04/2024,095-08174-8164-2024-,,P,GA004,4,Doorstop,$1.59,0%,$6.36,,,Purchase; Bunnings Warehouse,,GST,$.64,$0.00,GST,$0.00,B,,,5,1,30,0,$301.96,,,5,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Tools,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4119,24/04/2024,104088,,P,GA023,2,Digital Site Level,$159.09,0%,$318.18,,,Purchase; Total Tools,,GST,$31.82,$0.00,GST,$0.00,B,,,5,1,30,0,$350,,,3,2,Location1,*None,3635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Versatex Trading Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4169,20/05/2024,2405249,,P,WL005,1,WammaLab Pendulum Base (refurb,$64,0%,$64,,,Purchase; Versatex Trading Pty Ltd,,GST,$6.4,$0.00,GST,$0.00,B,,,5,1,30,0,$268.4,,,3,1,Location1,Ace Powder Coat,4973
Versatex Trading Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4169,20/05/2024,2405249,,P,WL006,1,WammaLab Pendulum Rear Leg,$180,0%,$180,,,Purchase; Versatex Trading Pty Ltd,,GST,$18,$0.00,GST,$0.00,B,,,5,1,30,0,$268.4,,,1,1,Location1,Ace Powder Coat,4973
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,WC014,160,Microfibre Clean Cloth- Multic,$.454563,0%,$72.73,,,Purchase; Bunnings Warehouse,,GST,$7.27,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,400,160,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,WC001,2,Superglue- Powerflex Gel Contr,$9.06,0%,$18.12,,,Purchase; Bunnings Warehouse,,GST,$1.82,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,11,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,GA022,3,Wet Floor Sign,$9,0%,$27,,,Purchase; Bunnings Warehouse,,GST,$2.7,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,5,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,TC013,1,Double Sided Tape-Control Test,$8.67,0%,$8.67,,,Purchase; Bunnings Warehouse,,GST,$.86,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,10,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,GA013,2,Safety - Gloves,$7.255,0%,$14.51,,,Purchase; Bunnings Warehouse,,GST,$1.45,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,2,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,GA026,7,Spray Bottle,$4.527143,0%,$31.69,,,Purchase; Bunnings Warehouse,,GST,$3.17,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,6,7,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4178,28/05/2024,094-33510-8164-2024-,,P,GA008,9,Trolly Base Cups - Large,$3.126667,0%,$28.14,,,Purchase; Bunnings Warehouse,,GST,$2.82,$0.00,GST,$0.00,B,,,5,1,30,0,$220.95,,,12,9,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Boating Supplies ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4172,29/05/2024,458839388,,P,WC022,4,Nevr-Dull Wadding Polish,$21.4375,0%,$85.75,,,Purchase; Australian Boating Supplies,,GST,$8.57,$11.36,GST,$1.14,B,,,5,1,30,0,$106.82,,,7,4,Location1,*None,5846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,,4195,07/06/2024,PF19426,,P,TC001,13,Slider 96 (4S) Rubber Sliders,$86.88,0%,"$1,129.44",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$58.53,N-T,$0.00,B,,,5,1,30,0,"$1,883.01",,,989,13,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,,4195,07/06/2024,PF19426,,P,TC002,8,Slider 55 (TRL) Rubber Slider,$86.88,0%,$695.04,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$58.53,N-T,$0.00,B,,,5,1,30,0,"$1,883.01",,,397,8,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles Supermarkets Australia Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4218,14/06/2024,169,,P,WC025,4,Demineralised Water -5L,$1.8175,0%,$7.27,,,Purchase; Coles Supermarkets Australia Pty Ltd,,GST,$.73,$0.00,GST,$0.00,B,,,5,1,30,0,$8,,,8,4,Location1,*None,3974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4220,14/06/2024,096-57,,P,WC020,2,Turpentine-1L,$5.435,0%,$10.87,,,Purchase; Bunnings Warehouse,,GST,$1.09,$0.00,GST,$0.00,B,,,5,1,30,0,$23.26,,,2,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4220,14/06/2024,096-57,,P,WC019,2,Methylated Spirits-1L,$5.14,0%,$10.28,,,Purchase; Bunnings Warehouse,,GST,$1.02,$0.00,GST,$0.00,B,,,5,1,30,0,$23.26,,,2,2,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,WL001,1,WammaLab Pendulum,"$6,199.04",0%,"$6,199.04",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,TC001,2,Slider 96 (4S) Rubber Sliders,$0.00,0%,$0.00,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,989,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,TC004,40,Slider Backing Plate,$21.81,15%,$741.54,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,194,40,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,WL018,2,WammaLab Pointer Counter B Rng,$119.111765,15%,$202.49,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,26,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,WL021,2,WammaLab Pendulum Pointer,$109.952941,15%,$186.92,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,45,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4207,18/06/2024,FRA/24/05/0213,,A,WL060,6,WammaLab Pendul Spndle Fnt Nut,$11.180392,15%,$57.02,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,662.01",,,8,6,Location1,*None,4684
